date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2019-03-23,Brazil,Panama,1.0,1.0,Friendly,Porto,Portugal,True
2019-03-23,Spain,Norway,2.0,1.0,UEFA Euro qualification,Valencia,Spain,False
2019-03-24,Netherlands,Germany,2.0,3.0,UEFA Euro qualification,Amsterdam,Netherlands,False
2019-03-26,Algeria,Tunisia,1.0,0.0,Friendly,Blida,Algeria,False
2019-03-26,Czechia,Brazil,1.0,3.0,Friendly,Prague,Czech Republic,False
2019-03-26,Korea Republic,Colombia,2.0,1.0,Friendly,Seoul,South Korea,False
2019-03-26,Morocco,Argentina,0.0,1.0,Friendly,Tangier,Morocco,False
2019-03-26,Paraguay,Mexico,2.0,4.0,Friendly,Santa Clara,United States,True
2019-03-26,Norway,Sweden,3.0,3.0,UEFA Euro qualification,Oslo,Norway,False
2019-06-02,Türkiye,Uzbekistan,2.0,0.0,Friendly,Alanya,Turkey,False
2019-06-03,Colombia,Panama,3.0,0.0,Friendly,Bogotá,Colombia,False
2019-06-05,Brazil,Qatar,2.0,0.0,Friendly,Brasília,Brazil,False
2019-06-05,Portugal,Switzerland,3.0,1.0,UEFA Nations League,Porto,Portugal,False
2019-06-06,England,Netherlands,1.0,3.0,UEFA Nations League,Guimarães,Portugal,True
2019-06-07,Korea Republic,Australia,1.0,0.0,Friendly,Busan,South Korea,False
2019-06-07,Tunisia,Iraq,2.0,0.0,Friendly,Radès,Tunisia,False
2019-06-07,Uruguay,Panama,3.0,0.0,Friendly,Montevideo,Uruguay,False
2019-06-08,Türkiye,France,2.0,0.0,UEFA Euro qualification,Konya,Turkey,False
2019-06-09,Mexico,Ecuador,3.0,2.0,Friendly,Arlington,United States,True
2019-06-09,Switzerland,England,0.0,0.0,UEFA Nations League,Guimarães,Portugal,True
2019-06-09,Portugal,Netherlands,1.0,0.0,UEFA Nations League,Porto,Portugal,False
2019-06-10,Spain,Sweden,3.0,0.0,UEFA Euro qualification,Madrid,Spain,False
2019-06-11,Belgium,Scotland,3.0,0.0,UEFA Euro qualification,Brussels,Belgium,False
2019-06-11,Croatia,Tunisia,1.0,2.0,Friendly,Varaždin,Croatia,False
2019-06-11,Korea Republic,IR Iran,1.0,1.0,Friendly,Seoul,South Korea,False
2019-06-15,Argentina,Colombia,0.0,2.0,Copa América,Salvador,Brazil,True
2019-06-15,Ghana,South Africa,0.0,0.0,Friendly,Dubai,United Arab Emirates,True
2019-06-16,Paraguay,Qatar,2.0,2.0,Copa América,Rio de Janeiro,Brazil,True
2019-06-16,Uruguay,Ecuador,4.0,0.0,Copa América,Belo Horizonte,Brazil,True
2019-06-19,Colombia,Qatar,1.0,0.0,Copa América,São Paulo,Brazil,True
2019-06-19,Argentina,Paraguay,1.0,1.0,Copa América,Belo Horizonte,Brazil,True
2019-06-19,Mexico,Canada,3.0,1.0,Gold Cup,Denver,United States,True
2019-06-20,Uruguay,Japan,2.0,2.0,Copa América,Porto Alegre,Brazil,True
2019-06-23,Colombia,Paraguay,1.0,0.0,Copa América,Salvador,Brazil,True
2019-06-23,Qatar,Argentina,0.0,2.0,Copa América,Porto Alegre,Brazil,True
2019-06-24,Côte d'Ivoire,South Africa,1.0,0.0,African Cup of Nations,Cairo,Egypt,True
2019-06-24,Ecuador,Japan,1.0,1.0,Copa América,Belo Horizonte,Brazil,True
2019-06-26,Egypt,DR Congo,2.0,0.0,African Cup of Nations,Cairo,Egypt,False
2019-06-26,United States,Panama,1.0,0.0,Gold Cup,Kansas City,United States,False
2019-06-27,Senegal,Algeria,0.0,1.0,African Cup of Nations,Cairo,Egypt,True
2019-06-27,Brazil,Paraguay,0.0,0.0,Copa América,Porto Alegre,Brazil,False
2019-06-28,Morocco,Côte d'Ivoire,1.0,0.0,African Cup of Nations,Cairo,Egypt,True
2019-06-29,Haiti,Canada,3.0,2.0,Gold Cup,Houston,United States,True
2019-06-30,United States,Curaçao,1.0,0.0,Gold Cup,Philadelphia,United States,False
2019-07-01,South Africa,Morocco,0.0,1.0,African Cup of Nations,Cairo,Egypt,True
2019-07-02,Brazil,Argentina,2.0,0.0,Copa América,Belo Horizonte,Brazil,False
2019-07-02,Haiti,Mexico,0.0,1.0,Gold Cup,Glendale,United States,True
2019-07-06,Egypt,South Africa,0.0,1.0,African Cup of Nations,Cairo,Egypt,False
2019-07-07,United States,Mexico,0.0,1.0,Gold Cup,Chicago,United States,False
2019-07-08,Ghana,Tunisia,1.0,1.0,African Cup of Nations,Ismailia,Egypt,True
2019-07-11,Côte d'Ivoire,Algeria,1.0,1.0,African Cup of Nations,Suez,Egypt,True
2019-07-14,Senegal,Tunisia,1.0,0.0,African Cup of Nations,Cairo,Egypt,True
2019-07-19,Senegal,Algeria,0.0,1.0,African Cup of Nations,Cairo,Egypt,True
2019-08-10,Jordan,Saudi Arabia,3.0,0.0,WAFF Championship,Erbil,Iraq,True
2019-09-05,Japan,Paraguay,2.0,0.0,Kirin Challenge Cup,Kashima,Japan,False
2019-09-06,Brazil,Colombia,2.0,2.0,Friendly,Miami Gardens,United States,True
2019-09-06,United States,Mexico,0.0,3.0,Friendly,East Rutherford,United States,False
2019-09-06,Germany,Netherlands,2.0,4.0,UEFA Euro qualification,Hamburg,Germany,False
2019-09-07,Curaçao,Haiti,1.0,0.0,CONCACAF Nations League,Willemstad,Curaçao,False
2019-09-08,Sweden,Norway,1.0,1.0,UEFA Euro qualification,Stockholm,Sweden,False
2019-09-09,Iraq,Uzbekistan,0.0,0.0,Friendly,Amman,Jordan,True
2019-09-09,Scotland,Belgium,0.0,4.0,UEFA Euro qualification,Glasgow,Scotland,False
2019-09-10,Argentina,Mexico,4.0,0.0,Friendly,San Antonio,United States,True
2019-09-10,Côte d'Ivoire,Tunisia,2.0,1.0,Friendly,Rouen,France,True
2019-09-10,Jordan,Paraguay,2.0,4.0,Friendly,Amman,Jordan,False
2019-09-10,United States,Uruguay,1.0,1.0,Friendly,St. Louis,United States,False
2019-09-10,Haiti,Curaçao,1.0,1.0,CONCACAF Nations League,Port-au-Prince,Haiti,False
2019-10-09,Germany,Argentina,2.0,2.0,Friendly,Dortmund,Germany,False
2019-10-10,Algeria,DR Congo,1.0,1.0,Friendly,Blida,Algeria,False
2019-10-10,Brazil,Senegal,1.0,1.0,Friendly,Kallang,Singapore,True
2019-10-11,Czechia,England,2.0,1.0,UEFA Euro qualification,Prague,Czech Republic,False
2019-10-12,Norway,Spain,1.0,1.0,UEFA Euro qualification,Oslo,Norway,False
2019-10-12,Côte d'Ivoire,DR Congo,3.0,1.0,Friendly,Ivory Coast,Ivory Coast,False
2019-10-13,Ecuador,Argentina,1.0,6.0,Friendly,Elche,Spain,True
2019-10-14,France,Türkiye,1.0,1.0,UEFA Euro qualification,Paris,France,False
2019-10-15,Sweden,Spain,1.0,1.0,UEFA Euro qualification,Stockholm,Sweden,False
2019-10-15,Algeria,Colombia,3.0,0.0,Friendly,Villeneuve D'Ascq,Algeria,False
2019-10-15,Canada,United States,2.0,0.0,CONCACAF Nations League,Toronto,Canada,False
2019-10-15,Mexico,Panama,3.0,1.0,CONCACAF Nations League,Mexico City,Mexico,False
2019-11-14,Ghana,South Africa,2.0,0.0,African Cup of Nations qualification,Cape Coast,Ghana,False
2019-11-14,Jordan,Australia,0.0,1.0,FIFA World Cup qualification,Amman,Jordan,False
2019-11-14,Iraq,IR Iran,2.0,1.0,FIFA World Cup qualification,Amman,Jordan,True
2019-11-14,Uzbekistan,Saudi Arabia,2.0,3.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False
2019-11-15,Brazil,Argentina,0.0,1.0,Superclásico de las Américas,Riyadh,Saudi Arabia,True
2019-11-15,United States,Canada,4.0,1.0,CONCACAF Nations League,Orlando,United States,False
2019-11-15,Panama,Mexico,0.0,3.0,CONCACAF Nations League,Panama City,Panama,False
2019-11-18,Argentina,Uruguay,2.0,2.0,Friendly,Tel Aviv,Israel,True
2019-11-19,Brazil,Korea Republic,3.0,0.0,Friendly,Abu Dhabi,United Arab Emirates,True
2019-11-19,Ecuador,Colombia,0.0,1.0,Friendly,Harrison,United States,True
2019-11-19,Saudi Arabia,Paraguay,0.0,0.0,Friendly,Riyadh,Saudi Arabia,False
2019-11-26,Qatar,Iraq,1.0,2.0,Gulf Cup,Doha,Qatar,False
2019-12-05,Qatar,Saudi Arabia,0.0,1.0,Gulf Cup,Al Wakrah,Qatar,False
2019-12-18,Korea Republic,Japan,1.0,0.0,EAFF Championship,Busan,South Korea,False
2020-09-03,Germany,Spain,1.0,1.0,UEFA Nations League,Stuttgart,Germany,False
2020-09-04,Norway,Austria,1.0,2.0,UEFA Nations League,Oslo,Norway,False
2020-09-05,Portugal,Croatia,4.0,1.0,UEFA Nations League,Porto,Portugal,False
2020-09-05,Sweden,France,0.0,1.0,UEFA Nations League,Stockholm,Sweden,False
2020-09-06,Switzerland,Germany,1.0,1.0,UEFA Nations League,Basel,Switzerland,False
2020-09-07,Czechia,Scotland,1.0,2.0,UEFA Nations League,Olomouc,Czech Republic,False
2020-09-08,France,Croatia,4.0,2.0,UEFA Nations League,Paris,France,False
2020-09-08,Sweden,Portugal,0.0,2.0,UEFA Nations League,Stockholm,Sweden,False
2020-10-07,Germany,Türkiye,3.0,3.0,Friendly,Cologne,Germany,False
2020-10-07,Netherlands,Mexico,0.0,1.0,Friendly,Amsterdam,Netherlands,False
2020-10-07,Portugal,Spain,0.0,0.0,Friendly,Lisbon,Portugal,False
2020-10-07,Switzerland,Croatia,1.0,2.0,Friendly,St. Gallen,Switzerland,False
2020-10-08,Belgium,Côte d'Ivoire,1.0,1.0,Friendly,Brussels,Belgium,False
2020-10-08,Uzbekistan,IR Iran,1.0,2.0,Friendly,Tashkent,Uzbekistan,False
2020-10-08,Argentina,Ecuador,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
2020-10-09,Morocco,Senegal,3.0,1.0,Friendly,Rabat,Morocco,False
2020-10-10,Spain,Switzerland,1.0,0.0,UEFA Nations League,Madrid,Spain,False
2020-10-11,Bosnia and Herzegovina,Netherlands,0.0,0.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False
2020-10-11,England,Belgium,2.0,1.0,UEFA Nations League,London,England,False
2020-10-11,Croatia,Sweden,2.0,1.0,UEFA Nations League,Zagreb,Croatia,False
2020-10-11,France,Portugal,0.0,0.0,UEFA Nations League,Paris,France,False
2020-10-12,Ghana,Qatar,5.0,1.0,Friendly,Aksu,Turkey,True
2020-10-13,Germany,Switzerland,3.0,3.0,UEFA Nations League,Cologne,Germany,False
2020-10-13,Japan,Côte d'Ivoire,1.0,0.0,Friendly,Utrecht,Netherlands,True
2020-10-13,Mexico,Algeria,2.0,2.0,Friendly,The Hague,Netherlands,True
2020-10-13,Morocco,DR Congo,1.0,1.0,Friendly,Rabat,Morocco,False
2020-10-13,Ecuador,Uruguay,4.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False
2020-10-14,Portugal,Sweden,3.0,0.0,UEFA Nations League,Lisbon,Portugal,False
2020-10-14,Croatia,France,1.0,2.0,UEFA Nations League,Zagreb,Croatia,False
2020-10-14,Scotland,Czechia,1.0,0.0,UEFA Nations League,Glasgow,Scotland,False
2020-11-11,Belgium,Switzerland,2.0,1.0,Friendly,Leuven,Belgium,False
2020-11-11,Germany,Czechia,1.0,0.0,Friendly,Leipzig,Germany,False
2020-11-11,Netherlands,Spain,1.0,1.0,Friendly,Amsterdam,Netherlands,False
2020-11-11,Türkiye,Croatia,3.0,3.0,Friendly,Istanbul,Turkey,False
2020-11-12,Bosnia and Herzegovina,IR Iran,0.0,2.0,Friendly,Sarajevo,Bosnia and Herzegovina,False
2020-11-12,Jordan,Iraq,0.0,0.0,Friendly,Dubai,United Arab Emirates,True
2020-11-12,Argentina,Paraguay,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
2020-11-13,Japan,Panama,1.0,0.0,Friendly,Graz,Austria,True
2020-11-13,Colombia,Uruguay,0.0,3.0,FIFA World Cup qualification,Barranquilla,Colombia,False
2020-11-14,Portugal,France,0.0,1.0,UEFA Nations League,Lisbon,Portugal,False
2020-11-14,Sweden,Croatia,2.0,1.0,UEFA Nations League,Stockholm,Sweden,False
2020-11-14,Switzerland,Spain,1.0,1.0,UEFA Nations League,Basel,Switzerland,False
2020-11-14,Mexico,Korea Republic,3.0,2.0,Friendly,Wiener Neustadt,Austria,True
2020-11-15,Netherlands,Bosnia and Herzegovina,3.0,1.0,UEFA Nations League,Amsterdam,Netherlands,False
2020-11-15,Belgium,England,2.0,0.0,UEFA Nations League,Leuven,Belgium,False
2020-11-16,United States,Panama,6.0,2.0,Friendly,Wiener Neustadt,Austria,True
2020-11-17,Croatia,Portugal,2.0,3.0,UEFA Nations League,Split,Croatia,False
2020-11-17,France,Sweden,4.0,2.0,UEFA Nations League,Paris,France,False
2020-11-17,Spain,Germany,6.0,0.0,UEFA Nations League,Seville,Spain,False
2020-11-17,Japan,Mexico,0.0,2.0,Friendly,Graz,Austria,True
2020-11-17,Korea Republic,Qatar,2.0,1.0,Friendly,Maria Enzersdorf,Austria,True
2020-11-17,Uzbekistan,Iraq,1.0,2.0,Friendly,Dubai,United Arab Emirates,True
2020-11-17,Ecuador,Colombia,6.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False
2020-11-17,Uruguay,Brazil,0.0,2.0,FIFA World Cup qualification,Montevideo,Uruguay,False
2020-11-18,Austria,Norway,1.0,1.0,UEFA Nations League,Vienna,Austria,False
2021-02-15,Jordan,Uzbekistan,0.0,2.0,Friendly,Dubai,United Arab Emirates,True
2021-03-24,Türkiye,Netherlands,4.0,2.0,FIFA World Cup qualification,Istanbul,Turkey,False
2021-03-25,Japan,Korea Republic,3.0,0.0,Friendly,Yokohama,Japan,False
2021-03-25,Scotland,Austria,2.0,2.0,FIFA World Cup qualification,Glasgow,Scotland,False
2021-03-25,South Africa,Ghana,1.0,1.0,African Cup of Nations qualification,Johannesburg,South Africa,False
2021-03-27,Czechia,Belgium,1.0,1.0,FIFA World Cup qualification,Prague,Czech Republic,False
2021-03-27,Norway,Türkiye,0.0,3.0,FIFA World Cup qualification,Málaga,Spain,True
2021-03-29,Uzbekistan,Iraq,0.0,1.0,Friendly,Tashkent,Uzbekistan,False
2021-03-31,Bosnia and Herzegovina,France,0.0,1.0,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,False
2021-05-30,Switzerland,United States,2.0,1.0,Friendly,St. Gallen,Switzerland,False
2021-06-02,England,Austria,1.0,0.0,Friendly,London,England,False
2021-06-02,Netherlands,Scotland,2.0,2.0,Friendly,São João da Venda,Portugal,True
2021-06-03,Uruguay,Paraguay,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
2021-06-04,Spain,Portugal,0.0,0.0,Friendly,Madrid,Spain,False
2021-06-04,Brazil,Ecuador,2.0,0.0,FIFA World Cup qualification,Porto Alegre,Brazil,False
2021-06-05,Tunisia,DR Congo,1.0,0.0,Friendly,Radès,Tunisia,False
2021-06-06,Belgium,Croatia,1.0,0.0,Friendly,Brussels,Belgium,False
2021-06-06,United States,Mexico,3.0,2.0,CONCACAF Nations League,Denver,United States,False
2021-06-08,Morocco,Ghana,1.0,0.0,Friendly,Rabat,Morocco,False
2021-06-08,Senegal,Cabo Verde,2.0,0.0,Friendly,Thiès,Senegal,False
2021-06-08,Colombia,Argentina,2.0,2.0,FIFA World Cup qualification,Barranquilla,Colombia,False
2021-06-08,Paraguay,Brazil,0.0,2.0,FIFA World Cup qualification,Asunción,Paraguay,False
2021-06-11,Tunisia,Algeria,0.0,2.0,Friendly,Radès,Tunisia,False
2021-06-12,Haiti,Canada,0.0,1.0,FIFA World Cup qualification,Port-au-Prince,Haiti,False
2021-06-12,Panama,Curaçao,2.0,1.0,FIFA World Cup qualification,Panama City,Panama,False
2021-06-12,Ghana,Côte d'Ivoire,0.0,0.0,Friendly,Cape Coast,Ghana,False
2021-06-13,England,Croatia,1.0,0.0,UEFA Euro,London,England,False
2021-06-13,Colombia,Ecuador,1.0,0.0,Copa América,Cuiabá,Brazil,True
2021-06-14,Scotland,Czechia,0.0,2.0,UEFA Euro,Glasgow,Scotland,False
2021-06-14,Spain,Sweden,0.0,0.0,UEFA Euro,Seville,Spain,False
2021-06-15,Australia,Jordan,1.0,0.0,FIFA World Cup qualification,Kuwait City,Kuwait,True
2021-06-15,IR Iran,Iraq,1.0,0.0,FIFA World Cup qualification,Arad,Iran,False
2021-06-15,Saudi Arabia,Uzbekistan,3.0,0.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False
2021-06-15,Canada,Haiti,3.0,0.0,FIFA World Cup qualification,Bridgeview,United States,True
2021-06-15,Curaçao,Panama,0.0,0.0,FIFA World Cup qualification,Willemstad,Curaçao,False
2021-06-15,Germany,France,0.0,1.0,UEFA Euro,Munich,Germany,False
2021-06-17,Netherlands,Austria,2.0,0.0,UEFA Euro,Amsterdam,Netherlands,False
2021-06-18,Croatia,Czechia,1.0,1.0,UEFA Euro,Glasgow,Scotland,True
2021-06-18,England,Scotland,0.0,0.0,UEFA Euro,London,England,False
2021-06-18,Argentina,Uruguay,1.0,0.0,Copa América,Brasília,Brazil,True
2021-06-19,Germany,Portugal,4.0,2.0,UEFA Euro,Munich,Germany,False
2021-06-20,Switzerland,Türkiye,3.0,1.0,UEFA Euro,Baku,Azerbaijan,True
2021-06-21,Argentina,Paraguay,1.0,0.0,Copa América,Brasília,Brazil,True
2021-06-22,Scotland,Croatia,1.0,3.0,UEFA Euro,Glasgow,Scotland,False
2021-06-22,England,Czechia,1.0,0.0,UEFA Euro,London,England,False
2021-06-23,Portugal,France,2.0,2.0,UEFA Euro,Budapest,Hungary,True
2021-06-23,Brazil,Colombia,2.0,1.0,Copa América,Rio de Janeiro,Brazil,False
2021-06-27,Netherlands,Czechia,0.0,2.0,UEFA Euro,Budapest,Hungary,True
2021-06-27,Belgium,Portugal,1.0,0.0,UEFA Euro,Seville,Spain,True
2021-06-27,Brazil,Ecuador,1.0,1.0,Copa América,Goiânia,Brazil,False
2021-06-28,Croatia,Spain,3.0,5.0,UEFA Euro,Copenhagen,Denmark,True
2021-06-28,France,Switzerland,3.0,3.0,UEFA Euro,Bucharest,Romania,True
2021-06-28,Uruguay,Paraguay,1.0,0.0,Copa América,Rio de Janeiro,Brazil,True
2021-06-29,England,Germany,2.0,0.0,UEFA Euro,London,England,False
2021-06-30,Mexico,Panama,3.0,0.0,Friendly,Nashville,United States,True
2021-07-02,Switzerland,Spain,1.0,1.0,UEFA Euro,Saint Petersburg,Russia,True
2021-07-03,Uruguay,Colombia,0.0,0.0,Copa América,Brasília,Brazil,True
2021-07-03,Argentina,Ecuador,3.0,0.0,Copa América,Goiânia,Brazil,True
2021-07-06,Argentina,Colombia,1.0,1.0,Copa América,Brasília,Brazil,True
2021-07-10,Brazil,Argentina,0.0,1.0,Copa América,Rio de Janeiro,Brazil,False
2021-07-11,United States,Haiti,1.0,0.0,Gold Cup,Kansas City,United States,False
2021-07-13,Qatar,Panama,3.0,3.0,Gold Cup,Houston,United States,True
2021-07-15,Haiti,Canada,1.0,4.0,Gold Cup,Kansas City,United States,True
2021-07-18,South Africa,Senegal,0.0,0.0,COSAFA Cup,Port Elizabeth,South Africa,False
2021-07-18,United States,Canada,1.0,0.0,Gold Cup,Kansas City,United States,False
2021-07-29,Mexico,Canada,2.0,1.0,Gold Cup,Houston,United States,True
2021-07-29,United States,Qatar,1.0,0.0,Gold Cup,Austin,United States,False
2021-08-01,United States,Mexico,1.0,0.0,Gold Cup,Las Vegas,United States,False
2021-09-01,France,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup qualification,Strasbourg,France,False
2021-09-01,Norway,Netherlands,1.0,1.0,FIFA World Cup qualification,Oslo,Norway,False
2021-09-02,Korea Republic,Iraq,0.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False
2021-09-02,Sweden,Spain,2.0,1.0,FIFA World Cup qualification,Stockholm,Sweden,False
2021-09-02,Ecuador,Paraguay,2.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False
2021-09-04,Haiti,Jordan,2.0,0.0,Friendly,Riffa,Bahrain,True
2021-09-04,Qatar,Portugal,1.0,3.0,Friendly,Debrecen,Hungary,True
2021-09-05,Sweden,Uzbekistan,2.0,1.0,Friendly,Stockholm,Sweden,False
2021-09-05,Belgium,Czechia,3.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False
2021-09-05,Paraguay,Colombia,1.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False
2021-09-05,United States,Canada,1.0,1.0,FIFA World Cup qualification,Nashville,United States,False
2021-09-06,South Africa,Ghana,1.0,0.0,FIFA World Cup qualification,Johannesburg,South Africa,False
2021-09-07,Iraq,IR Iran,0.0,3.0,FIFA World Cup qualification,Doha,Qatar,True
2021-09-07,Austria,Scotland,0.0,1.0,FIFA World Cup qualification,Vienna,Austria,False
2021-09-07,Netherlands,Türkiye,6.0,1.0,FIFA World Cup qualification,Amsterdam,Netherlands,False
2021-09-08,Panama,Mexico,1.0,1.0,FIFA World Cup qualification,Panama City,Panama,False
2021-09-09,Uruguay,Ecuador,1.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
2021-10-07,Saudi Arabia,Japan,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False
2021-10-07,Mexico,Canada,1.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,False
2021-10-07,Paraguay,Argentina,0.0,0.0,FIFA World Cup qualification,Asunción,Paraguay,False
2021-10-07,Uruguay,Colombia,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
2021-10-07,Belgium,France,2.0,3.0,UEFA Nations League,Turin,Italy,True
2021-10-08,Türkiye,Norway,1.0,1.0,FIFA World Cup qualification,Istanbul,Turkey,False
2021-10-09,Curaçao,New Zealand,1.0,2.0,Friendly,Riffa,Bahrain,True
2021-10-09,Portugal,Qatar,3.0,0.0,Friendly,Faro-Loulé,Portugal,False
2021-10-10,Panama,United States,1.0,0.0,FIFA World Cup qualification,Panama City,Panama,False
2021-10-10,Colombia,Brazil,0.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False
2021-10-10,Argentina,Uruguay,3.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
2021-10-10,Spain,France,1.0,2.0,UEFA Nations League,Milan,Italy,True
2021-10-12,IR Iran,Korea Republic,1.0,1.0,FIFA World Cup qualification,Tehran,Iran,False
2021-10-12,Japan,Australia,2.0,1.0,FIFA World Cup qualification,Saitama,Japan,False
2021-10-12,Jordan,Uzbekistan,3.0,0.0,Friendly,Amman,Jordan,False
2021-10-13,Canada,Panama,4.0,1.0,FIFA World Cup qualification,Toronto,Canada,False
2021-10-14,Colombia,Ecuador,0.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False
2021-10-14,Brazil,Uruguay,4.0,1.0,FIFA World Cup qualification,Manaus,Brazil,False
2021-10-27,Mexico,Ecuador,2.0,3.0,Friendly,Charlotte,United States,True
2021-11-11,Australia,Saudi Arabia,0.0,0.0,FIFA World Cup qualification,Sydney,Australia,False
2021-11-11,Brazil,Colombia,1.0,0.0,FIFA World Cup qualification,São Paulo,Brazil,False
2021-11-12,United States,Mexico,2.0,0.0,FIFA World Cup qualification,Cincinnati,United States,False
2021-11-12,Uruguay,Argentina,0.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False
2021-11-14,Ghana,South Africa,1.0,0.0,FIFA World Cup qualification,Cape Coast,Ghana,False
2021-11-14,Spain,Sweden,1.0,0.0,FIFA World Cup qualification,Seville,Spain,False
2021-11-16,Iraq,Korea Republic,0.0,3.0,FIFA World Cup qualification,Al Rayyan,Qatar,True
2021-11-16,Canada,Mexico,2.0,1.0,FIFA World Cup qualification,Edmonton,Canada,False
2021-11-16,Netherlands,Norway,2.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,False
2021-11-16,Colombia,Paraguay,0.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False
2021-11-16,Argentina,Brazil,0.0,0.0,FIFA World Cup qualification,San Juan,Argentina,False
2021-12-01,Saudi Arabia,Jordan,0.0,1.0,Arab Cup,Al Rayyan,Qatar,True
2021-12-04,Jordan,Morocco,0.0,4.0,Arab Cup,Al Rayyan,Qatar,True
2021-12-06,Qatar,Iraq,3.0,0.0,Arab Cup,Al Khor,Qatar,False
2021-12-07,Morocco,Saudi Arabia,1.0,0.0,Arab Cup,Doha,Qatar,True
2021-12-07,Algeria,Egypt,1.0,1.0,Arab Cup,Al Wakrah,Qatar,True
2021-12-11,Egypt,Jordan,3.0,1.0,Arab Cup,Al Wakrah,Qatar,True
2021-12-11,Morocco,Algeria,2.0,2.0,Arab Cup,Doha,Qatar,True
2021-12-15,Tunisia,Egypt,1.0,0.0,Arab Cup,Doha,Qatar,True
2021-12-15,Qatar,Algeria,1.0,2.0,Arab Cup,Doha,Qatar,False
2021-12-18,Qatar,Egypt,0.0,0.0,Arab Cup,Doha,Qatar,False
2021-12-18,Tunisia,Algeria,0.0,2.0,Arab Cup,Al Khor,Qatar,True
2021-12-18,United States,Bosnia and Herzegovina,1.0,0.0,Friendly,Los Angeles,United States,False
2022-01-05,Algeria,Ghana,3.0,0.0,Friendly,Al Rayyan,Qatar,True
2022-01-10,Morocco,Ghana,1.0,0.0,African Cup of Nations,Yaoundé,Cameroon,True
2022-01-20,Côte d'Ivoire,Algeria,3.0,1.0,African Cup of Nations,Douala,Cameroon,True
2022-01-25,Senegal,Cabo Verde,2.0,0.0,African Cup of Nations,Bafoussam,Cameroon,True
2022-01-26,Côte d'Ivoire,Egypt,0.0,0.0,African Cup of Nations,Douala,Cameroon,True
2022-01-27,IR Iran,Iraq,1.0,0.0,FIFA World Cup qualification,Tehran,Iran,False
2022-01-27,Ecuador,Brazil,1.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False
2022-01-27,Paraguay,Uruguay,0.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False
2022-01-28,Jordan,New Zealand,3.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,True
2022-01-30,Egypt,Morocco,2.0,1.0,African Cup of Nations,Yaoundé,Cameroon,True
2022-01-30,Canada,United States,2.0,0.0,FIFA World Cup qualification,Hamilton,Canada,False
2022-02-01,Japan,Saudi Arabia,2.0,0.0,FIFA World Cup qualification,Saitama,Japan,False
2022-02-01,Argentina,Colombia,1.0,0.0,FIFA World Cup qualification,Córdoba,Argentina,False
2022-02-01,Brazil,Paraguay,4.0,0.0,FIFA World Cup qualification,Belo Horizonte,Brazil,False
2022-02-02,Mexico,Panama,1.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False
2022-02-06,Senegal,Egypt,0.0,0.0,African Cup of Nations,Yaoundé,Cameroon,True
2022-03-24,Mexico,United States,0.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False
2022-03-24,Korea Republic,IR Iran,2.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False
2022-03-24,Australia,Japan,0.0,2.0,FIFA World Cup qualification,Sydney,Australia,False
2022-03-24,Paraguay,Ecuador,3.0,1.0,FIFA World Cup qualification,Ciudad del Este,Paraguay,False
2022-03-24,Portugal,Türkiye,3.0,1.0,FIFA World Cup qualification,Porto,Portugal,False
2022-03-24,Sweden,Czechia,1.0,0.0,FIFA World Cup qualification,Stockholm,Sweden,False
2022-03-25,DR Congo,Morocco,1.0,1.0,FIFA World Cup qualification,Kinshasa,DR Congo,False
2022-03-25,Egypt,Senegal,1.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False
2022-03-25,France,Côte d'Ivoire,2.0,1.0,Friendly,Marseille,France,False
